Eagle Stainless Tube & Fabrication Inc.,2933,"Franklin, MA"
Eagle Stainless Tube & Fabrication Inc.   VIDEO,2933,"Franklin, MA"
EarthLCD.com,1767,"Irvine, CA"
East Montgomery County Improvement District (EMCID),4471,"New Caney, TX"
Eastek International,1572,"Lake Zurich, IL"
Eastek International,1572,"Lake Zurich, IL"
Eastman Chemical Co.,2407,"Kingsport, TN"
Eastman Chemical Company,2407,"Kingsport, TN"
ebm-papst Automotive & Drives Inc.,3087,"Dearborn, MI"
EBM-Papst Automotive & Drives Inc.,3087,"Dearborn, MI"
ebm-papst Inc.,3087,"Farmington, CT"
Ecolab,2115,"Alpharetta, GA"
"ED&D, Educated Design & Development",1438,"Cary, NC"
Edgewater Automation,4595,"Saint Joseph, MI"
EDRO Engineering Inc.,3446,"Walnut, CA"
Effytec USA,5010,"De Pere, WI"
EG-GILERO,3178,"Morrisville, NC"
EIT-Instrument Markets,1073,"Leesburg, VA"
Elcam Medical Inc.,2445,"Hackensack, NJ"
Elcon Precision LLC,2293,"San Jose, CA"
Eldon James Corp.,2070,"Denver, CO"
Electrolizing Corp. of Ohio,2446,"Cleveland, OH"
Electronic Hardware Corp.,3552,"Ronkonkoma, NY"
Elektrisola Medical Technologies (EMT),1795,"Boscawen, NH"
Element Materials Technology,1440,"Hillsboro, OR"
Elesa USA Corp.,877,"Twinsburg, OH"
Elka International Ltd.,371,New Taipei City
Elkhart Plastics,4975,"Ridgefield, WA"
Ellsworth Adhesives,2805,"Germantown, WI"
ElringKlinger Engineered Plastics North America Inc.,1384,"Buford, GA"
Elytone Electronic Co.,516,"Valencia, CA"
EMI/UV,1553,"Breckenridge, CO"
"Emplex Bag Sealing Solutions, a Div. of Plexpack",4979,"Toronto, ON"
EMS-GRIVORY America,1288,"Sumter, SC"
Enargy Power Corp.,237,"San Ramon, CA"
Engage Technologies,5041,"Minneapolis, MN"
ENGEL,3715,"York, PA"
Engineered Printing Solutions,1743,"East Dorset, VT"
EntrePack Corp.,5566,"S. El Monte, CA"
Enviro-Tech Industries,3329,"Boise, ID"
EnVision Packaging,5255,"Crawfordsville, IN"
EnvisionTEC Inc.,4091,"Dearborn, MI"
EnvisionTEC Inc.,4091,"Dearborn, MI"
EOS of North America,3708,"Novi, MI"
EOS of North America,3708,"Novi, MI"
EP Container Corp.,5361,"Artesia, CA"
EPflex Feinwerktechnik GmbH,1524,Dettingen
EPI Labelers,5223,"New Freedom, PA"
Epicor Software Corp.,3381,"Austin, TX"
Epilog Laser,1555,"Golden, CO"
Epoxy Technology Inc.,624,"Billerica, MA"
Epoxyset Inc.,862,"Lincoln, RI"
Epson Robots,4109,"Carson, CA"
Ercon Inc.,2243,"West Wareham, MA"
ErectaStep,5382,"Andrews, SC"
Erhardt & Leimer Inc.,5591,"Duncan, SC"
ERIKS Seals and Plastics Inc.,847,"Renton, WA"
ESI Group,134,"Farmington Hills, MI"
Esko,5247,"Miamisburg, OH"
Esma Inc.,2825,"South Holland, IL"
Esma Incorporated,2825,"South Holland, IL"
Essentra Porous Technologies,1577,"Chicopee, MA"
Etigam B.V.,1953,7317 BB Apeldoorn
Euler Hermes North America Insurance Co.,5443,"Owings Mills, MD"
Eurofins Medical Device Testing,647,"Lancaster, PA"
EUROFLEX GmbH,1893,Pforzheim
Ever Spring International Inc.,5266,"Diamond Bar, CA"
Evergreen Packaging Group Inc.,5174,"Commerce, CA"
Everite,2848,"Pennsauken, NJ"
Evonik Corp.,2321,"Parsippany, NJ"
EWI (Edison Welding Institute),578,"Columbus, OH"
Ewikon Molding Technologies Inc.,3847,"Rockford, IL"
Exacto Spring,1459,"Grafton, WI"
Excelitas Technologies®,2233,"Mississauga, ON"
Excello Circuits Inc.,3495,"Placentia, CA"
Excelta,1968,"Buellton, CA"
Exim Engineering,3451,"Anaheim, CA"
Exova,226,"Mississauga, ON"
Expocell Group,346,"Ontario, CA"
Express Manufacturing Inc.,3075,"Santa Ana, CA"
Express Tubes Inc.,5178,"Kent, WA"
Extel Technologies,1890,"Irvine, CA"
Extol Inc.,625,"Zeeland, MI"
Extron/Knurr,1176,"Milpitas, CA"
EZO SPB-USA Precision Ball Bearings Japan,3194,"Sarasota, FL"
F & L Industrial Solutions Inc.,4277,"Poway, CA"
F&G Tool & Die,3078,"Dayton, OH"
"F&L Industrial Solutions, Inc.",4277,"Poway, CA"
F.J. Smith Sales Company Inc.,5521,"Commerce, CA"
Fabcon,3995,"Santa Ana, CA"
Fabrico Medical,1693,"Kennesaw, GA"
Factory Cat (RPS),3557,"Racine, WI"
FACTS Inc.,3881,"Cuyahoga Falls, OH"
Fairway Injection Molding Systems,3826,"Walnut, CA"
"Fangda Packaging Company Ltd. (Hebei, China)",5592,Hebei Province
FANUC America Corp.,4001,"Rochester Hills, MI"
Farlow's Scientific Glass Blowing Inc.,1811,"Grass Valley, CA"
FARO® Technologies,3998,"Lake Mary, FL"
FasTest Inc.,2499,"Roseville, MN"
Fedco Batteries,425,"Fond du Lac, WI"
Feig Electronics Inc.,1294,"Duluth, GA"
Feller LLC,3449,"Leland, NC"
Feng Ying HK Company Ltd.,5081,"Anaheim, CA"
Fenner Drives,4989,"Manheim, PA"
Fenner Drives,4989,"Manheim, PA"
Fenner Precision,3455,"Manheim, PA"
Fernqvist Labeling Solutions,5572,"Mountain View, CA"
Ferrotec (USA) Corp.,2897,"Santa Clara, CA"
FIH,533,Chihuahua
Fill It Pack It Inc.,5181,"Compton, CA"
Filling & Packing Materials Mfg. Co. (FIPCO),5275,Ar Riyadh
Finn Industries Inc.,5166,"Ontario, CA"
First Sensor Inc.,447,"Westlake Vilage, CA"
Fischer Connectors Inc.,1658,"Alpharetta, GA"
FISO Technologies Inc.,441,"Quebec, QC"
Five Star Companies,1088,"New Bedford, MA"
Fixtureworks,3351,"Fraser, MI"
FlackTek Inc.,978,"Landrum, SC"
Flambeau Inc.,4953,"Baraboo, WI"
Flambeau Medical Markets Group,957,"Phoenix, AZ"
Fleetwood-Fibre Packaging & Graphics,5161,"City of Industry, CA"
Flex,1583,"Buffalo Grove, IL"
Flex Interconnect Technologies,513,"Milpitas, CA"
Flex Partners Inc.,2343,"Solana Beach, CA"
Flexcon Co.,4043,"Spencer, MA"
Flexible Circuit Technologies Inc.,1551,"Plymouth, MN"
FlexLink Systems Inc.,4165,"Allentown, PA"
Flexoprint,5351,"Baldwin, WI"
FlexSim Software Products,3612,"Orem, UT"
Flow International Corp.,3435,"Kent, WA"
Flow International Corp.,3435,"Kent, WA"
FLtecnics,5324,"Saukville, WI"
Fluid Research,2805,"Rancho Santa Margarita, CA"
Fluortek Inc.,1520,"Easton, PA"
Fluortek Inc.,1520,"Easton, PA"
FMI & Medron LLC,1533,"Elk Grove Village, IL"
Foam Molders,2473,"Cerritos, CA"
Foamtec International,1488,"Oceanside, CA"
Foamtec Medical,1489,"Oceanside, CA"
FOBA Laser Marking + Engraving (ALLTEC GmbH),3274,"Wood Dale, IL"
FocalSpec Oy,334,Oulu
Focus Display Solutions,247,"Chandler, AZ"
Forecast 3D,3305,"Carlsbad, CA"
Forefront Medical Technology,1690,"Farmington, CT"
Formlabs Inc.,3542,"Somerville, MA"
Formost Fuji Corp.,4947,"Woodinville, WA"
"Formpaks International Co., Ltd",5353,"Taipei City, AA"
"Formpaks International Co., Ltd",5353,"Taipei City, AA"
Formpaks International Company Ltd.,5353,Taiwan
Fort Wayne Metals,2521,"Ft. Wayne, IN"
Fortress Technology Inc.,5031,"Toronto, ON"
Fortune International Inc.,3801,"Somerset, NJ"
Fortune Medical Instrument Corp.,851,"New Taipei City, CA"
Foster Corp.,2615,"Putnam, CT"
Fotofab LLC,1784,"Chicago, IL"
FPC Corp.,5373,"Wauconda, IL"
"Fralock, a Div. of Lockwood Ind.",3187,"Valencia, CA"
Freetech Plastic Inc.,2059,"Fremont, CA"
Freudenberg Medical,3213,"Carpinteria, CA"
Freudenberg Medical Minimally Invasive Solutions,3213,"Jeffersonville, IN"
Freudenberg Performance Materials,1267,"Durham, NC"
Frigel North America Inc.,3870,"East Dundee, IL"
Front Panel Express,3888,"Seattle, WA"
"Frontier, a Subsidiary of Delta ModTech",4101,"Towanda, PA"
FSInspection,4053,"St. Petersburg, FL"
FTT Medical Inc.,2896,"Rochester, NY"
Fujairah Plastic Factory Group,5292,Sharjah
Fuji Electric Corp. of America,831,"Fremont, CA"
Fuji Seiko Company Ltd.,773,Fujinomiya-City Shizouka
Fujikura Ltd.,2098,"Sunnyvale, CA"
Full Steam Staffing,5578,"Ontario, CA"
Fuller Custom Brush,3458,"Great Bend, KS"
Fulling Motor USA Inc.,3471,"Park Ridge, IL"
"FURUKAWA ELECTRIC CO., LTD.",1292,"Plymouth, MI"
Furukawa Techno Material Co.,2476,"Plymouth, MI"
Futaba Corp. of America,3972,"Schaumburg, IL"
FUTEK Advanced Sensor Technology,1897,"Irvine, CA"
FUTEK Advanced Sensor Technology Inc.,1897,"Irvine, CA"
GaltNeedleTech,945,"North Attleboro, MA"
Gammaflux L.P.,3811,"Sterling, VA"
Gardner Denver Thomas Inc.,1503,"Sheboygan, WI"
Gas Generation Solutions,5029,"San Diego, CA"
GBH Communications Inc.,3294,"Monrovia, CA"
GCX Corp.,2477,"Petaluma, CA"
Gemalto,971,"Belcamp, MD"
Gems Sensors & Controls,840,"Plainville, CT"
GEMSTAR™ Custom Hard Cases,965,"Cannon Falls, MN"
"Genca, a Div. of Milacron",1906,"St Petersburg, FL"
General Foundry Service,3412,"San Leandro, CA"
General Magnaplate Corp.,5431,"Linden, NJ"
Genesis Plastics Welding,1946,"Fortville, IN"
Genpore,2083,"Reading, PA"
GEPACK,5380,"Peoria, AZ"
Gerresheimer Peachtree City (USA) LP,2572,"Peachtree City, GA"
Gesswein,3822,"Bridgeport, CT"
GF Machining Solutions LLC,3501,"Lincolnshire, IL"
Gimac di Maccagnan Giorgio,1638,Castronno (VA)
Ginolis,2974,"San Diego, CA"
Glebar Company Inc.,2911,"Ramsey, NJ"
Glenbrook Technologies,1610,"Randolph, NJ"
GlencaTec AG,3133,Niederwangen
Glentek,4188,"El Segundo, CA"
Glide-Line Conveyors,4342,"Souderton, PA"
Glines & Rhodes Inc.,3272,"Attleboro, MA"
Global Shop Solutions,3438,"The Woodlands, TX"
GlobalMed Inc.,514,"Trenton, ON"
GlobTek Inc.,1161,"Northvale, NJ"
GM Nameplate,2077,"Seattle, WA"
GM Nameplate (GMN),2077,"Seattle, WA"
GMI Corp.,1670,"Franklin, IN"
GMT Global Inc.,4481,Changhua
GoDEX Americas,5542,"Camarillo, CA"
Godex Americas,5542,"Camarillo, CA"
Godex Americas,5542,"Camarillo, CA"
GoEngineer,3497,"Salt Lake City, UT"
GOEX Corp.,2143,"Janesville, WI"
"Gold Coast, a Div. of Steven Label",5256,"Santa Fe Springs, CA"
Golden Bridge Electech Inc.,467,New Taipei City
Golden West Technology,640,"Fullerton, CA"
GoProto Inc.,553,"Portland, OR"
Gorilla Pallets,4978,"Monterey Park, CA"
Gotec SA,3039,Sion
GPI Prototype & Mfg. Services Inc.,3427,"Lake Bluff, IL"
Gradient Design & Engineering,477,"Gilbert, AZ"
Gradient Lens Corp.,1847,"Rochester, NY"
Grand Avenue Software,1570,"Saint Paul, MN"
Grand Central Texas,3856,"Temple, TX"
Great Lakes Air Products,5055,"Westland, MI"
Greatlink International Inc.,549,"Fremont, CA"
Green Bag America,5173,"North Hollywood, CA"
Green Bag America,5173,"Northridge, CA"
Greene Rubber Co.,3884,"Woburn, MA"
Greydon Inc.,5223,"York, PA"
Greystone Medical,973,"Lincoln, RI"
Gromax Enterprises Corp.,1167,"Irvine, CA"
Gromax Enterprises Corporation,1167,"Irvine, CA"
groninger USA LLC,5573,"Charlotte, NC"
Group West International Inc.,1461,"Norwalk, CA"
GRW High-Precision Ball Bearings,3469,"Bloomfield, CT"
GS Swiss PCB AG,1769,Küssnacht am Rigi
GSI Technologies,1775,"Burr Ridge, IL"
GT Contact Company Ltd.,3277,"Rancho Santa Margarita, CA"
GTI Medical Ltd.,567,Netanya
Guill Tool & Engineering,2060,"West Warick, RI"
Gupta Permold Corp.,3347,"Pittsburgh, PA"
GVS Group Filter Technology,1538,"Sanford, ME"
GW Plastics Inc.,1909,"Bethel, VT"
GW Silicones,1909,"Royalton, VT"
H.B. Fuller Cyberbond,1464,"Batavia, IL"
Halkey-Roberts Corp.,2014,"St. Petersburg, FL"
Hänggi Stamping and Fine-blanking  Technologies,2884,"Plymouth, MI"
Hankscraft Inc.,3488,"Reedsburg, WI"
Hanning Elektro-Werke,3462,Oerlinghausen
Harding Energy Inc.,1498,"Norton Shores, MI"
Harland Medical Systems Inc.,1615,"Eden Prairie, MN"
Harmo America Inc.,3982,"Plattsburgh, NY"
Harmony Castings LLC,3477,"Harmony, PA"
Harris Acoustic Sensors,1851,"Salt Lake City, UT"
Hart Enterprises Inc.,1930,"Sparta, MI"
Haumiller Engineering Co.,3096,"Elgin, IL"
Hawk Ridge Systems,3994,"Orinda, CA"
Hayssen Flexible Systems,5543,"Duncan, SC"
HBM Test and Measurement,1353,"Marlborough, MA"
HDA Technology Inc.,2590,"Lake Forest, CA"
HealthLink Europe & International,1081,"Raleigh, NC"
Healthmark Industries / Westfield Medical,966,"Fraser, MI"
Heat and Control Inc.,4804,"Hayward, CA"
Heatron Inc.,1458,"Leavenworth, KS"
Hekuma GmbH,3952,Eching
Helical Products Company,4282,"Santa Maria, CA"
Helmel Engineering Products,2888,"Niagara Falls, NY"
Helukabel USA,4425,"Elgin, IL"
"Hemoteq, a Freudenberg Medical Co.",3213,Würselen
Henkel Corp.,3040,"Rocky Hill, CT"
Henkel Electronic Materials LLC,411,"Irvine, CA"
Heraeus Medical Components,2101,"St. Paul, MN"
Herrmann Ultrasonics Inc.,3101,"Bartlett, IL"
Hi-Rel Plastics & Molding,3954,"Riverside, CA"
Hi-Rel Plastics & Molding Inc.,3954,"Riverside, CA"
Hi-Tec Finishing,855,"Hudson, WI"
Hi-Tech Products,1821,"Buena Park, CA"
Hi-Tech Swiss Machining,3249,"Vista, CA"
Hibar Systems Ltd.,5239,"Richmond Hill, ON"
Hibar Systems Ltd.,5239,"Richmond Hill, ON"
Highland Plastics,5581,"Mira Loma, CA"
Hightec MC AG,3037,Lenzburg
Higrade USA Inc.,3873,"Monterey Park, CA"
Hilltop Technology Laboratory,824,"Irvine, CA"
Hip Lei Packaging Products Fty. Ltd.,5172,"Kwun Tong, Kowloon"
Hirate America Inc.,3811,"Anaheim, CA"
Hirox-USA Inc.,3071,"Hackensack, NJ"
Hirschmann Engineering USA Inc.,816,"Schaumburg, IL"
Hitachinaka Chamber of Commerce and Industry,861,Ibaraki
Hitalech USA,3376,"Valley Cottage, NY"
HITEC Sensor Solutions Inc.,729,"Littleton, MA"
HIWIN Corp.,4411,"Elgin, IL"
HLP Klearfold,5267,"Torrance, CA"
Hochuen Technologies Co. & Symbient,1687,"Arcadia, CA"
Höganäs AB,3741,Höganäs
Honle UV America Inc.,4089,"Marlborough, MA"
Honor Plastics & Molding Inc.,3521,"Ontario, CA"
Hoosier Inc.,3159,"Corona, CA"
Hoowaki,916,"Pendleton, SC"
Hose-Man Inc.,5585,"Irwindale, CA"
Hosokawa Polymer Systems,3865,"Berlin, CT"
Hosokawa Yoko Company Ltd.,2551,"Rolling Meadows, IL"
Hotty Polymer Company Ltd.,3827,"Hayward, CA"
Hotwatt-Belilove Engineers,2184,"Fountain Valley, CA"
House of Batteries,2483,"Alpharetta, GA"
HP Inc.,3522,"Alpharetta, GA"
HP Inc.,3522,"Trenton, GA"
HPC Medical Products,2062,Taichung Hsien
Hsin Tu Technology Company Ltd.,858,"Ashaway, RI"
HTP-Meds LLC,3227,"San Marcos, CA"
Hughes Circuits Inc.,750,"Kiel, WI"
HUI,2586,"Kalamazoo, MI"
Humphrey Products,625,"Cypress, CA"
Hyatt Die Cast & Engineering,2372,"Southbridge, MA"
Hyde Industrial Blade Solutions,3872,Singapore
Hylax Technology Pte. Ltd.,335,"Plainwell, MI"
HyTech Spring and Machine,1264,"Brunswick, OH"
I.D. Images,4808,"Hillsboro, OR"
IBE Electronics USA LLC,427,"Edison, NJ"
IBOCO Corp.,4996,"Spartanburg, SC"
ICEsonic USA LLC,3867,"La Grange, IL"
iD Additives Inc.,4046,"Fort Worth, TX"
ID Technology,5223,"Aliso Viejo, CA"
Ideal Print Solutions,5489,"Oak Harbor, WA"
IDEX Health & Science,668,"Montréal, QC"
IGE-XAO North America,4290,Tokyo
Iguchi Kiko Company Ltd. (ISB),4288,"East Providence, RI"
igus® Inc.,3419,"Amherst, NY"
iiMED Medical Manufacturing Solutions,3095,"Santa Fe Springs, CA"
IKO International Inc.,4533,"Frederica, DE"
ILC Dover / Grayling,5307,"Johnstown, CO"
Illig LP,5354,"Johnstown, CO"
"Illig LP, Colorado",5354,"Indianapolis, IN"
"Illig LP, Indiana",5354,"Loves Park, IL"
IMA Automation - Komax Medtech,4504,"Matthews, NC"
IMEX Packaging,5182,"Littleton, CO"
Impact Composites,3388,"Erlanger, KY"
IMPAK Corp.,4956,"Los Angeles, CA"
Imperial Printing & Paper Box Mfg. Co.,5447,"Gardena, CA"
Impressions Inc.,5453,"St. Paul, MN"
IMSTec USA Inc.,4482,"Temecula, CA"
IMSTec USA Inc.,4482,"Temecula, CA"
IMTEC - Industria de Moldes Tecnicos Lda,3871,Alcobaça
In'Tech Industries Inc.,3512,"Ramsey, MN"
In-Line Packaging Systems Inc.,5511,"North Charleston, SC"
INCOE Corp.,4029,"Troy, MI"
Indepak,5505,"Portland, OR"
Independent Ink Inc.,4810,"Gardena, CA"
Independent Merchant Group Inc.,660,"Westbury, NY"
Indo MIM Pvt. Ltd.,1624,"Princeton, NJ"
Industrial Molded Rubber Products (IMR),4569,"Big Lake, MN"
Infinite Communications,559,"Sherman Oaks, CA"
Infinity LTL Engineered Compounds,1884,"Morrisville, PA"
Infinity Massage Chairs,717,"Seabroook, NH"
Infrared Light Pro,572,"Broomfield, CO"
Ingram Machining,678,"Newton, NC"
Injecta,1721,"Fort Collins, CO"
Injectech LLC,4079,"Venice, FL"
Inline Filling Systems LLC,5401,"Irvine, CA"
Innotech Motor Inc.,4447,"San Diego, CA"
Innova Design Inc.,1699,"Minneapolis, MN"
Innovative Laser Technologies (ILT),2856,Miaoli
Innovative Medical Manufacturing Co.,2167,"St Paul, MN"
Innovize,1632,"Quebec City, QC"
INO,2982,"Quakertown, PA"
Insaco Inc.,3564,"Norwood, MA"
Instron®,2357,"Campbell, CA"
Instrument Plastics Ltd.,366,"Westfield, MA"
Instrument Technology Inc.,2262,"Carlsbad, CA"
Integra Biotechnical,3026,"Culver City, CA"
Integrated Magnetics,876,"Corona, CA"
Integrated Plastics Machinery Inc.,3801,"Los Angeles, CA"
Intellect,372,"Houston, TX"
Intercontinental Bearing Supply Co.,879,"Las Vegas, NV"
International Gadgets,4184,"Tempe, AZ"
International Polymer Engineering Inc. (IPE),2806,"Attleboro, MA"
Interplex Etch Logic,1603,"Tustin, CA"
Interplex Nascal,3265,"Oskaloosa, IA"
Interpower® Corp.,1715,"Sutton, MA"
Interstate Specialty Products,3429,"Denver, CO"
Intertech Medical,1612,"Skokie, IL"
"InterTech, The Leak Test Co.",1093,"Westminster, CA"
Intertrade Industries,2086,"Armonk, NY"
Interwire Group,1791,"Arden Hills, MN"
IntriCon,1815,"Edgewood, NY"
Introtek,980,"Saukville, WI"
INV Pack USA,5324,"Oxford, MA"
IPG Photonics,2861,"Paso Robles, CA"
IQMS,3440,"San Clemente, CA"
IRP Medical,1439,Pamplona
IRUMOLD,1583,"Fairfield, NJ"
iSi Components,1525,"Loretto, MN"
ISO Finishing,869,"Portland, OR"
Isoprint,2393,"Lakewood Ranch, FL"
ISPG Inc.,2828,"Naugatuck, CT"
ITD Corp.,1283,"San Diego, CA"
iTECH,2090,"Sandy, UT"
item West,4349,"Manchester, NH"
ITNH Inc.,4084,"Mesa, AZ"
Ito America Corp.,675,"Fuji, Shizuoka"
ITO Corp. (Exmire),936,Dortmund
IVAM Microtechnology Network,2974,"Carlsbad, CA"
IVD Vision,373,"North Springfield, VT"
IVEK Corp.,3125,"Trenton, GA"
IWG High Performance Conductors,2062,"Thomaston, CT"
J & J Precision Eyelets,2812,"Elk River, MN"
J&J Machine Inc.,1083,"Irvine, CA"
JAE Electronics Inc.,1467,"El Segundo, CA"
Jalux Americas Inc. c/o Hagitec Company Ltd.,982,"Portland, OR"
Jama Software,470,"Blairstown, NJ"
James Alexander Corp.,5370,"Whitehall, PA"
Janatics USA Inc.,4460,"Elk Grove Village, IL"
Janome Industrial Equipment USA Inc.,4155,"Los Angeles, CA"
Japan External Trade Organization,2049,"Los Angeles, CA"
Japan External Trade Organization (JETRO),2051,"Seattle, WA"
Jauch Quartz America Inc.,834,"Santa Ana, CA"
JB Plastics,4077,"St. Louis, MO"
JBC Tools USA Inc.,4346,"Jupiter, FL"
Jenoptik Optical Systems LLC,2980,"New York, NY"
Jiangmen Youju New Materials Company Ltd.,446,"Liyang, Jiangsu"
Jiangsu Hengtai Electronics and Plastic Company Ltd.,3379,"Kansas City, MO"
JK Power (Spear Power Systems),260,Singapore
JMedtech Coating Technologies Pte. Ltd.,1591,"Lansdale, PA"
John Evans' Sons Inc.,1989,"New Brunswick, NJ"
Johnson & Johnson,1848,"West Chester, PA"
Johnson Matthey Inc.,2331,"East Granby, CT"
Joining Technologies Inc.,3198,"Folsom, CA"
Joint Venture Program - CAL PIA/CDCR,5552,"Holland, MI"
JR Automation Technologies LLC,4610,"Xiamen, Fujian"
JS Electronics,410,"Boyertown, PA"
Judson Smith Company,1659,"Altenberge, Northrhine-Westphalia"
Jueke Systemtechnik GmbH,2873,"De Pere, WI"
Junapack,5010,Ibaraki-Ken
Junkosha Inc.,917,"Ibaraki-Ken, AA"
Junkosha Inc.,917,Ibaraki-Ken
JunoPacific,2819,"Anoka, MN"
K & L Anodizing,3598,"Burbank, CA"
K Laser Technology (USA) Company Ltd.,5254,"Santa Ana, CA"
K-1 Packaging Group,5379,"City Of Industry, CA"
K-Tube Technologies,2024,"Poway, CA"
Kaeser Compressors Inc.,4255,"Fredericksburg, VA"
Kaga (U.S.A.) Inc.,135,"Santa Ana, CA"
Kahle Automation,4133,"Morristown, NJ"
Kahle Automation S.r.l.,4133,Caravaggio (BG)
Kal Plastics,3327,"Los Angeles, CA"
Kaneko Manufacturing Company Ltd.,2045,"Iwatsuki-Ku, Saitama-Shi, Saitama"
Kangaroo Products Inc.,1556,"Santee, CA"
KAP Medical,426,"Corona, CA"
Kara & Associates,1973,"Carlsbad, CA"
KAS Engineering Inc,888,"Santa Monica, CA"
Kashima Bearings Inc.,2879,Osaka
Kawai Corp./U-Will Marketing USA,972,Aichi
KDL Precision Molding Corp.,1876,"Pacoima, CA"
KEF Corp. of America,3079,"Foothill Ranch, CA"
Kelpac Medical,2213,"San Clemente, CA"
Kenmode Precision Metal Stamping,1792,"Algonquin, IL"
Kent Manufacturing Co.,2093,"Grand Rapids, MI"
Kent Systems LLC,1886,"Loveland, CO"
Kenvox Technology Company Ltd.,3382,"Shenzhen, Guangdong"
Kettenbach GmbH & Company KG,633,Eschenburg
Key Joy International Inc.,3584,"Chino, CA"
Keyence Corp. of America,3201,"Itasca, IL"
Keyence Corporation of America,3201,"Itasca, IL"
Keysight Technologies,618,"Santa Rosa, CA"
Keystone Electronics Corp.,3355,"Astoria, NY"
Keystone Solutions Group,625,"K, MI"
KHK USA Inc.,4289,"Mineola, NY"
Kiefel / Brueckner Group USA Inc.,4329,"Portsmouth, NH"
Kilian Bearings,3464,"Syracuse, NY"
Kinco Electric Ltd.,5025,Guangdong
Kinefac Corp.,1696,"Worcester, MA"
Kinefac Corp.,1696,"Worcester, MA"
Kinematic Automation Inc.,2965,"Twain Harte, CA"
King Epoxy Emblem Company Ltd. Technology Partners (KTP),480,"Pomona, CA"
Kingtech Mould Company Ltd.,4051,Shenzhen
Kipp Inc.,3267,"Stevensville, MI"
KMT Waterjet Systems,3740,"Baxter Springs, KS"
Koch Packaging Systems Inc.,5345,"Towaco, NJ"
Koco Motion US LLC,1482,"Morgan Hill, CA"
Koganei International America Inc.,532,"Fremont, CA"
"Koolance, Inc.",2374,"Auburn, WA"
Koops Inc.,625,"Holland, MI"
Kosmek USA Ltd.,4448,"Lombard, IL"
Kuebler Inc.,4383,"Charlotte, NC"
Kuraray America Inc. – Vectran™ Div.,324,"Ft. Mill, SC"
KVI-Medical,3091,"Huntingdon Valley, PA"
KWS Manufacturing,4989,"Burleson, TX"
Kyoei Denko Company Ltd.,2148,"Okaya-Shi, Nagano"
Kyosei Company Ltd.,2043,"Shinjuku-Ku, Tokyo"
Kyoto Shisaku Net,826,Kyoto
Labthink International,5195,"Medford, MA"
Lagun Engineering (Republic Lagun),652,"Harbor City, CA"
Lanco Integrated,4229,"Westbrook, ME"
Lans Company Inc.,5082,"Glendora, CA"
Lapp Group,4361,"Florham Park, NJ"
LASEA Inc.,476,"El Cajon, CA"
Laserage,3167,"Waukegan, IL"
LaserLinc Inc.,1335,"Fairborn, OH"
LaserLinc Inc.,1335,"Fairborn, OH"
LaserSharp FlexPak Services LLC,5359,"Vadnais Heights, MN"
LaserStar Technologies,2852,"Riverside, RI"
LasX Industries,2266,"St. Paul, MN"
LCS Constructors Inc.,1471,"Irvine, CA"
LeadShine America Inc.,4183,"Irvine, CA"
Leibinger Ink-Jet,5501,"East Troy, WI"
Leica Microsystems,2641,"Buffalo Grove, IL"
Leica Microsystems,2641,"Buffalo Grove, IL"
Leister Technologies,582,"Itasca, IL"
Leistritz,3939,"Somerville, NJ"
Leland Limited Inc.,1432,"South Plainfield, NJ"
Lemo USA Inc.,1955,"Rohnert Park, CA"
Lenzkes Clamping Tools,3922,"Christiansburg, VA"
Leoni Elocab Ltd.,2866,"Kitchener, ON"
LF of America Corp.   VIDEO,5375,"Boca Raton, FL"
LGE/KU,3264,"Lexington, KY"
Life Science Outsourcing Inc. (LSO),2732,"Brea, CA"
Lighthouse Imaging Corp.,817,"Windham, ME"
Lily Medical Corp.,845,Chunan Town
Lin Engineering,2177,"Morgan Hill, CA"
Linak U.S. Inc.,748,"Louisville, KY"
Linan Chenxing Packaging Company Ltd.,5199,Zhejiang
Linemaster Switch Corp.,1812,"Woodstock, CT"
"LinkTech Couplings, a Nordson Co.",2486,"Ventura, CA"
LinMot USA Inc.,4415,"Elkhorn, WI"
Liquidmetal Technologies Inc.,3360,"Rancho Santa Margarita, CA"
LISI Medical Remmele,3044,"Coon Rapids, MN"
Litho Flexo Grafics,5421,"Salt Lake City, UT"
Little Brothers Construction Inc.,3299,"San Jose, CA"
Living Fountain Plastic Ind.,5180,"Duarte, CA"
Lohmann Precision Die Cutting LLC,2327,"San Jose, CA"
Loos & Company Inc.,631,"Pomfret, CT"
Lorom America,1286,"Fremont, CA"
LPKF Laser & Electronics,1650,"Tualatin, OR"
LS Mtron,3811,"Anaheim, CA"
Lubrizol LifeSciences,2001,"Cleveland, OH"
Lubrizol LifeSciences,2001,"Cleveland, OH"
Lucky Supply,4979,"Huntington Beach, CA"
Lumenous Device Technologies,2981,"Sunnyvale, CA"
Lumentum,2885,"Milpitas, CA"
Lumium Design Inc.,3365,"Santa Clara, CA"
LUTZE Inc.,4243,"Charlotte, NC"
Luxilon Technologies-Specialty Materials,1447,"Manchester, NH"
Lynn Products Inc.,3478,"Torrance, CA"
LZ Co.,5193,"Los Angeles, CA"
LZ Lifescience,1386,"Blue Bell, PA"
"M&C Specialties Co., an ITW Co.",2944,"Southampton, PA"
M&K Engineering Inc.,2994,"Woburn, MA"
M&M Industries,4961,"Chattanooga, TN"
M&M Industries,4961,"Chattanooga, TN"
